consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no,learn_test_loop.thisRepN,learn_test_loop.thisTrialN,learn_test_loop.thisN,learn_test_loop.thisIndex,learn_test_loop.ran,learn_blocks.thisRepN,learn_blocks.thisTrialN,learn_blocks.thisN,learn_blocks.thisIndex,learn_blocks.ran,block_csv,key_resp_13.keys,key_resp_13.rt,learn_blocks_loop.thisRepN,learn_blocks_loop.thisTrialN,learn_blocks_loop.thisN,learn_blocks_loop.thisIndex,learn_blocks_loop.ran,final_learn_test.thisRepN,final_learn_test.thisTrialN,final_learn_test.thisN,final_learn_test.thisIndex,final_learn_test.ran
,,,,,,,,,,stimuli/images/PICTURE_285.png,LIFE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,carrot,,,,,,0,0,0,33,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,HONEY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,gorilla,,,,,,0,1,1,19,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_469.png,AGENT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,stool,,,,,,0,2,2,16,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,CASINO,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,helmet,,,,,,0,3,3,20,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_750.png,HOTEL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,kettle,,,,,,0,4,4,27,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_297.png,RIVER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,aeroplane,,,,,,0,5,5,39,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_339.png,CLIENT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,backpack,,,,,,0,6,6,11,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_327.png,SERIES,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,helmet,,,,,,0,7,7,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_308.png,FAMILY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,dice,,,,,,0,8,8,36,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_449.png,DUDE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,bench,,,,,,0,9,9,17,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_708.png,RECORD,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,monkey,,,,,,0,10,10,58,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,GODS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,cap,,,,,,0,11,11,30,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,ARTIST,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,wheel,,,,,,0,12,12,49,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,YEAR,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,anchor,,,,,,0,13,13,34,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_654.png,MONTH,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,pencil,,,,,,0,14,14,29,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,YEAR,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,hanger,,,,,,0,15,15,21,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_203.png,NIGHT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,cap,,,,,,0,16,16,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_177.png,WRITER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,mushroom,,,,,,0,17,17,41,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,RIVER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,rug,,,,,,0,18,18,6,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,NATION,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,diamond,,,,,,0,19,19,5,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_208.png,SYSTEM,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,microphone,,,,,,0,20,20,32,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_380.png,CANDY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,gorilla,,,,,,0,21,21,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,ROOF,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,candle,,,,,,0,22,22,38,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LOTS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,bolt,,,,,,0,23,23,9,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_57.png,MOMENT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,stamp,,,,,,0,24,24,37,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_467.png,POLICY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,peg,,,,,,0,25,25,53,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,COPS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,wheel,,,,,,0,26,26,52,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_564.png,BATH,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,spoon,,,,,,0,27,27,26,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_504.png,YEAR,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,wheel,,,,,,0,28,28,13,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_147.png,WOMEN,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,hanger,,,,,,0,29,29,7,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_744.png,WEAPON,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,ring,,,,,,0,30,30,50,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_85.png,TOILET,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,diamond,,,,,,0,31,31,48,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,WRITER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,coin,,,,,,0,32,32,28,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,KIND,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,crown,,,,,,0,33,33,35,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,MILLER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,suitcase,,,,,,0,34,34,56,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_667.png,RIVER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,daisy,,,,,,0,35,35,10,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_42.png,BOYS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,pear,,,,,,0,36,36,55,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_296.png,LIFE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,bolt,,,,,,0,37,37,57,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_655.png,TOILET,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,megaphone,,,,,,0,38,38,12,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_677.png,APPLE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,map,,,,,,0,39,39,43,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_233.png,LOTS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,salt,,,,,,0,40,40,42,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_340.png,LETTER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,mirror,,,,,,0,41,41,24,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_33.png,FRIEND,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,frame,,,,,,0,42,42,8,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_2.png,FLIGHT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,tyre,,,,,,0,43,43,15,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,RIVER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,cathedral,,,,,,0,44,44,40,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_95.png,HONEY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,suitcase,,,,,,0,45,45,44,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_675.png,SALE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,windmill,,,,,,0,46,46,47,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,POLICY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,calendar,,,,,,0,47,47,22,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_108.png,FLIGHT,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,calendar,,,,,,0,48,48,59,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_32.png,PILLS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,crown,,,,,,0,49,49,18,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,candle,,,,,,0,50,50,51,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_487.png,GIRL,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,basket,,,,,,0,51,51,45,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_383.png,SERIES,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,coin,,,,,,0,52,52,46,1,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,TOILET,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,cathedral,,,,,,0,53,53,25,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_685.png,PENNY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,goose,,,,,,0,54,54,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_405.png,PLENTY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,anchor,,,,,,0,55,55,23,1,3,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_340.png,VALLEY,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,mirror,,,,,,0,56,56,54,1,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_403.png,WRITER,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,cathedral,,,,,,0,57,57,31,1,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,stimuli/images/PICTURE_491.png,GLASS,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,rug,,,,,,0,58,58,14,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,?,0.000905,0,,,,,,stimuli/images/PICTURE_654.png,MONTH,5e9cc569aff5bd1ec9764db5,06/09/1952,2020-09-03_13h41.25.232,proactive2,2020.1.2,MacIntel,60,5f5126bb654d4b30ee6923d8,5f512aa262b184331912dad9,6,,,,,,pencil,,,,,,,,,,,3,1,0,0,0,29,1,,,,,,,,,,,,,,,,,,
