"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id"
"559d9916fdf99b1e2b2dc6b8",6,"older",3,"?","ADVICE",FALSE,0.632905,2,3,"stamp","mis-match",1190
"559d9916fdf99b1e2b2dc6b8",6,"older",4,"?","LOTS",FALSE,0.51609,0,4,"microphone","match",1190
"559d9916fdf99b1e2b2dc6b8",7,"older",1,"LETTER","FOOD",FALSE,5.853005,0,1,"cathedral","new-new",1191
"559d9916fdf99b1e2b2dc6b8",7,"older",2,"MILLER","LETTER",FALSE,4.398555,1,2,"hanger","new-new",1191
"559d9916fdf99b1e2b2dc6b8",7,"older",3,"MOMENT","MILLER",FALSE,4.036325,2,3,"sunflower","new-new",1191
"559d9916fdf99b1e2b2dc6b8",7,"older",4,"?","MOMENT",FALSE,0.549835,3,4,"aeroplane","new-new",1191
"559d9916fdf99b1e2b2dc6b8",8,"older",1,"?","MILE",FALSE,1.832745,3,1,"dice","new-new",1192
"559d9916fdf99b1e2b2dc6b8",8,"older",2,"BOYS","BOYS",TRUE,2.83572,1,2,"monkey","new-new",1192
"559d9916fdf99b1e2b2dc6b8",8,"older",3,"?","SPIRIT",FALSE,1.450535,2,3,"tractor","new-new",1192
"559d9916fdf99b1e2b2dc6b8",8,"older",4,"?","CARS",FALSE,0.56638,0,4,"motorbike","new-new",1192
"559d9916fdf99b1e2b2dc6b8",9,"older",1,"?","RIVER",FALSE,1.06325,1,1,"backpack","mis-match",1193
"559d9916fdf99b1e2b2dc6b8",9,"older",2,"?","WEAPON",FALSE,0.64889,2,2,"boot","new-new",1193
"559d9916fdf99b1e2b2dc6b8",9,"older",3,"PENNY","PENNY",TRUE,3.352455,3,3,"shovel","match",1193
"559d9916fdf99b1e2b2dc6b8",9,"older",4,"?","AREA",FALSE,1.566985,0,4,"bench","old-new",1193
"559d9916fdf99b1e2b2dc6b8",10,"older",1,"?","DEMON",FALSE,1.046885,1,1,"salt","new-new",1194
"559d9916fdf99b1e2b2dc6b8",10,"older",2,"GLASS","FEET",FALSE,5.15457,3,2,"crown","old-new",1194
"559d9916fdf99b1e2b2dc6b8",10,"older",3,"?","BATH",FALSE,1.350055,2,3,"daisy","mis-match",1194
"559d9916fdf99b1e2b2dc6b8",10,"older",4,"GLASS","GLASS",TRUE,1.83347,0,4,"rug","match",1194
"559d9916fdf99b1e2b2dc6b8",11,"older",1,"COPS","COPS",TRUE,4.434895,3,1,"pencil","match",1195
"559d9916fdf99b1e2b2dc6b8",11,"older",2,"?","VALLEY",FALSE,1.63237,2,2,"megaphone","old-new",1195
"559d9916fdf99b1e2b2dc6b8",11,"older",3,"?","DOZEN",FALSE,0.983135,0,3,"basket","new-new",1195
"559d9916fdf99b1e2b2dc6b8",11,"older",4,"?","PHOTO",FALSE,1.83631,1,4,"spoon","mis-match",1195
"559d9916fdf99b1e2b2dc6b8",12,"older",1,"?","ESTATE",FALSE,0.7453,2,1,"dart","new-new",1196
"559d9916fdf99b1e2b2dc6b8",12,"older",2,"?","HOUSE",FALSE,0.74921,3,2,"goose","new-new",1196
"559d9916fdf99b1e2b2dc6b8",12,"older",3,"?","SYSTEM",FALSE,0.53211,1,3,"peg","new-new",1196
"559d9916fdf99b1e2b2dc6b8",12,"older",4,"?","SALE",FALSE,0.39945,0,4,"kettle","new-new",1196
"559d9916fdf99b1e2b2dc6b8",13,"older",1,"IDEAS","IDEAS",TRUE,2.682175,3,1,"candle","new-new",1197
"559d9916fdf99b1e2b2dc6b8",13,"older",2,"FLESH","FLESH",TRUE,3.56909,0,2,"balcony","new-new",1197
"559d9916fdf99b1e2b2dc6b8",13,"older",3,"?","STYLE",FALSE,2.33317,2,3,"pawn","new-new",1197
"559d9916fdf99b1e2b2dc6b8",13,"older",4,"?","SERIES",FALSE,0.615055,1,4,"coin","new-new",1197
"559d9916fdf99b1e2b2dc6b8",14,"older",1,"?","CLIENT",FALSE,1.080725,2,1,"carrot","mis-match",1198
"559d9916fdf99b1e2b2dc6b8",14,"older",2,"?","SHOTS",FALSE,1.03234,1,2,"scissors","new-new",1198
"559d9916fdf99b1e2b2dc6b8",14,"older",3,"?","LIFE",FALSE,0.800925,3,3,"razor","old-new",1198
"559d9916fdf99b1e2b2dc6b8",14,"older",4,"LEADER","LEADER",TRUE,4.98703,0,4,"helmet","match",1198
"559d9916fdf99b1e2b2dc6b8",15,"older",1,"?","WRITER",FALSE,1.515005,1,1,"watch","new-new",1199
"559d9916fdf99b1e2b2dc6b8",15,"older",2,"?","DEATH",FALSE,1.21715,2,2,"suitcase","new-new",1199
"559d9916fdf99b1e2b2dc6b8",15,"older",3,"?","ROOF",FALSE,1.45037,0,3,"planet","new-new",1199
"559d9916fdf99b1e2b2dc6b8",15,"older",4,"?","NIGHT",FALSE,1.13333,3,4,"cap","new-new",1199
"559d9916fdf99b1e2b2dc6b8",16,"older",1,"YEAR","WOMEN",FALSE,7.353715,0,1,"wheel","mis-match",1200
"559d9916fdf99b1e2b2dc6b8",16,"older",2,"?","BODY",FALSE,1.497945,3,2,"cherry","old-new",1200
"559d9916fdf99b1e2b2dc6b8",16,"older",3,"?","PRINCE",FALSE,0.90023,1,3,"windmill","new-new",1200
"559d9916fdf99b1e2b2dc6b8",16,"older",4,"GIRL","GIRL",TRUE,1.93528,2,4,"tray","match",1200
"56f55bc0736c79000c223b3d",1,"younger",1,"KIND","YARD",FALSE,2.180075,3,1,"mushroom","new-new",65
"56f55bc0736c79000c223b3d",1,"younger",2,"PLENTY","KIND",FALSE,3.412015,2,2,"perfume","old-new",65
"56f55bc0736c79000c223b3d",1,"younger",3,"BOOTH","PLENTY",FALSE,3.128845,1,3,"diamond","mis-match",65
"56f55bc0736c79000c223b3d",1,"younger",4,"CLOCK","CLOCK",TRUE,1.89539,0,4,"bolt","match",65
"56f55bc0736c79000c223b3d",2,"younger",1,"?","APPLE",FALSE,3.028765,1,1,"stool","old-new",66
"56f55bc0736c79000c223b3d",2,"younger",2,"SAKE","SAKE",TRUE,1.23152,0,2,"ring","match",66
"56f55bc0736c79000c223b3d",2,"younger",3,"CASINO","CASINO",TRUE,3.5126,2,3,"map","mis-match",66
"56f55bc0736c79000c223b3d",2,"younger",4,"SPEECH","SPEECH",TRUE,2.246995,3,4,"pear","new-new",66
"56f55bc0736c79000c223b3d",3,"younger",1,"PRINCE","PRINCE",TRUE,2.39675,1,1,"windmill","new-new",67
"56f55bc0736c79000c223b3d",3,"younger",2,"GIRL","GIRL",TRUE,1.495755,2,2,"tray","match",67
"56f55bc0736c79000c223b3d",3,"younger",3,"BODY","BODY",TRUE,2.54724,3,3,"cherry","old-new",67
"56f55bc0736c79000c223b3d",3,"younger",4,"WOMEN","WOMEN",TRUE,1.829155,0,4,"wheel","mis-match",67
"56f55bc0736c79000c223b3d",4,"younger",1,"FLIGHT","FLIGHT",TRUE,5.59335,0,1,"tyre","match",68
"56f55bc0736c79000c223b3d",4,"younger",2,"CANDY","YEAR",FALSE,4.4097,1,2,"telephone","mis-match",68
"56f55bc0736c79000c223b3d",4,"younger",3,"ARTIST","CANDY",FALSE,2.32827,2,3,"cart","new-new",68
"56f55bc0736c79000c223b3d",4,"younger",4,"?","ARTIST",FALSE,2.280565,3,4,"gorilla","old-new",68
"56f55bc0736c79000c223b3d",5,"younger",1,"WRITER","DEATH",FALSE,3.84576,2,1,"suitcase","new-new",69
"56f55bc0736c79000c223b3d",5,"younger",2,"NIGHT","NIGHT",TRUE,2.53025,3,2,"cap","new-new",69
"56f55bc0736c79000c223b3d",5,"younger",3,"ROOF","ROOF",TRUE,1.664855,0,3,"planet","new-new",69
"56f55bc0736c79000c223b3d",5,"younger",4,"WRITER","WRITER",TRUE,1.630255,1,4,"watch","new-new",69
"56f55bc0736c79000c223b3d",6,"younger",1,"ESTATE","SALE",FALSE,5.576055,0,1,"kettle","new-new",70
"56f55bc0736c79000c223b3d",6,"younger",2,"HOUSE","HOUSE",TRUE,4.84509,3,2,"goose","new-new",70
"56f55bc0736c79000c223b3d",6,"younger",3,"ESTATE","SYSTEM",FALSE,4.311915,1,3,"peg","new-new",70
"56f55bc0736c79000c223b3d",6,"younger",4,"ESTATE","ESTATE",TRUE,2.13071,2,4,"dart","new-new",70
"56f55bc0736c79000c223b3d",7,"younger",1,"LIFE","LIFE",TRUE,1.71384,3,1,"razor","old-new",71
"56f55bc0736c79000c223b3d",7,"younger",2,"CLIENT","CLIENT",TRUE,1.215045,2,2,"carrot","mis-match",71
"56f55bc0736c79000c223b3d",7,"younger",3,"LEADER","LEADER",TRUE,1.515,0,3,"helmet","match",71
"56f55bc0736c79000c223b3d",7,"younger",4,"SHOTS","SHOTS",TRUE,2.364755,1,4,"scissors","new-new",71
"56f55bc0736c79000c223b3d",8,"younger",1,"AREA","PENNY",FALSE,3.793825,3,1,"shovel","match",72
"56f55bc0736c79000c223b3d",8,"younger",2,"AREA","AREA",TRUE,2.812595,0,2,"bench","old-new",72
"56f55bc0736c79000c223b3d",8,"younger",3,"WEAPON","RIVER",FALSE,2.428345,1,3,"backpack","mis-match",72
"56f55bc0736c79000c223b3d",8,"younger",4,"WEAPON","WEAPON",TRUE,1.74773,2,4,"boot","new-new",72
"56f55bc0736c79000c223b3d",9,"younger",1,"SERIES","STYLE",FALSE,6.32682,2,1,"pawn","new-new",73
"56f55bc0736c79000c223b3d",9,"younger",2,"IDEAS","IDEAS",TRUE,2.579405,3,2,"candle","new-new",73
"56f55bc0736c79000c223b3d",9,"younger",3,"FLESH","FLESH",TRUE,2.929425,0,3,"balcony","new-new",73
"56f55bc0736c79000c223b3d",9,"younger",4,"SERIES","SERIES",TRUE,1.53143,1,4,"coin","new-new",73
"56f55bc0736c79000c223b3d",10,"younger",1,"DEMON","DEMON",TRUE,3.22743,1,1,"salt","new-new",74
"56f55bc0736c79000c223b3d",10,"younger",2,"FEET","FEET",TRUE,5.043955,3,2,"crown","old-new",74
"56f55bc0736c79000c223b3d",10,"younger",3,"BATH","BATH",TRUE,1.87866,2,3,"daisy","mis-match",74
"56f55bc0736c79000c223b3d",10,"younger",4,"GLASS","GLASS",TRUE,1.464275,0,4,"rug","match",74
"56f55bc0736c79000c223b3d",11,"younger",1,"POLICY","POLICY",TRUE,3.4629,1,1,"frame","new-new",75
"56f55bc0736c79000c223b3d",11,"younger",2,"?","DANGER",FALSE,3.912135,2,2,"skateboard","new-new",75
"56f55bc0736c79000c223b3d",11,"younger",3,"NATION","NATION",TRUE,1.579945,0,3,"pepper","new-new",75
"56f55bc0736c79000c223b3d",11,"younger",4,"RECORD","RECORD",TRUE,1.331735,3,4,"sun","new-new",75
"56f55bc0736c79000c223b3d",12,"younger",1,"ADVICE","BELT",FALSE,8.50503,1,1,"wheelbarrow","old-new",76
"56f55bc0736c79000c223b3d",12,"younger",2,"?","ADVICE",FALSE,4.24386,2,2,"stamp","mis-match",76
"56f55bc0736c79000c223b3d",12,"younger",3,"LOTS","LOTS",TRUE,1.24798,0,3,"microphone","match",76
"56f55bc0736c79000c223b3d",12,"younger",4,"TEAR","TEAR",TRUE,1.24854,3,4,"calendar","new-new",76
"56f55bc0736c79000c223b3d",13,"younger",1,"COPS","COPS",TRUE,1.96116,3,1,"pencil","match",77
"56f55bc0736c79000c223b3d",13,"younger",2,"DOZEN","DOZEN",TRUE,1.814635,0,2,"basket","new-new",77
"56f55bc0736c79000c223b3d",13,"younger",3,"?","PHOTO",FALSE,3.912695,1,3,"spoon","mis-match",77
"56f55bc0736c79000c223b3d",13,"younger",4,"VALLEY","VALLEY",TRUE,1.23033,2,4,"megaphone","old-new",77
"56f55bc0736c79000c223b3d",14,"younger",1,"THING","THING",TRUE,2.91145,2,1,"runner","mis-match",78
"56f55bc0736c79000c223b3d",14,"younger",2,"DIRT","DIRT",TRUE,3.230195,0,2,"mirror","new-new",78
"56f55bc0736c79000c223b3d",14,"younger",3,"FRIEND","FRIEND",TRUE,2.313175,3,3,"taxi","old-new",78
"56f55bc0736c79000c223b3d",14,"younger",4,"JUNGLE","JUNGLE",TRUE,1.131995,1,4,"anchor","match",78
"56f55bc0736c79000c223b3d",15,"younger",1,"MILE","MILE",TRUE,1.064395,3,1,"dice","new-new",79
"56f55bc0736c79000c223b3d",15,"younger",2,"BOYS","CARS",FALSE,3.11387,0,2,"motorbike","new-new",79
"56f55bc0736c79000c223b3d",15,"younger",3,"SPIRIT","BOYS",FALSE,1.695785,1,3,"monkey","new-new",79
"56f55bc0736c79000c223b3d",15,"younger",4,"MILE","SPIRIT",FALSE,1.646995,2,4,"tractor","new-new",79
"56f55bc0736c79000c223b3d",16,"younger",1,"LETTER","LETTER",TRUE,3.663,1,1,"hanger","new-new",80
"56f55bc0736c79000c223b3d",16,"younger",2,"FOOD","FOOD",TRUE,2.08029,0,2,"cathedral","new-new",80
"56f55bc0736c79000c223b3d",16,"younger",3,"MOMENT","MOMENT",TRUE,1.662485,3,3,"aeroplane","new-new",80
"56f55bc0736c79000c223b3d",16,"younger",4,"FILLER","MILLER",FALSE,3.629755,2,4,"sunflower","new-new",80
"574ce0a57fd0ec000db73aa6",1,"older",1,"DOZEN","PHOTO",FALSE,3.57247,1,1,"spoon","mis-match",1553
"574ce0a57fd0ec000db73aa6",1,"older",2,"?","COPS",FALSE,9.993545,3,2,"pencil","match",1553
"574ce0a57fd0ec000db73aa6",1,"older",3,"DOZEN","DOZEN",TRUE,3.458675,0,3,"basket","new-new",1553
"574ce0a57fd0ec000db73aa6",1,"older",4,"VALLEY","VALLEY",TRUE,1.516905,2,4,"megaphone","old-new",1553
"574ce0a57fd0ec000db73aa6",2,"older",1,"GIRL","GIRL",TRUE,1.80636,2,1,"tray","match",1554
"574ce0a57fd0ec000db73aa6",2,"older",2,"WOMEN","WOMEN",TRUE,2.34279,0,2,"wheel","mis-match",1554
"574ce0a57fd0ec000db73aa6",2,"older",3,"BODY","BODY",TRUE,5.78324,3,3,"cherry","old-new",1554
"574ce0a57fd0ec000db73aa6",2,"older",4,"PRINCE","PRINCE",TRUE,1.68761,1,4,"windmill","new-new",1554
"574ce0a57fd0ec000db73aa6",3,"older",1,"SHOTS","SHOTS",TRUE,2.15325,1,1,"scissors","new-new",1555
"574ce0a57fd0ec000db73aa6",3,"older",2,"LIFE","LIFE",TRUE,7.619605,3,2,"razor","old-new",1555
"574ce0a57fd0ec000db73aa6",3,"older",3,"LEADER","LEADER",TRUE,1.775155,0,3,"helmet","match",1555
"574ce0a57fd0ec000db73aa6",3,"older",4,"CLIENT","CLIENT",TRUE,2.154555,2,4,"carrot","mis-match",1555
"574ce0a57fd0ec000db73aa6",4,"older",1,"NIGHT","NIGHT",TRUE,2.92278,3,1,"cap","new-new",1556
"574ce0a57fd0ec000db73aa6",4,"older",2,"DEATH","DEATH",TRUE,2.38992,2,2,"suitcase","new-new",1556
"574ce0a57fd0ec000db73aa6",4,"older",3,"WRITER","WRITER",TRUE,2.55829,1,3,"watch","new-new",1556
"574ce0a57fd0ec000db73aa6",4,"older",4,"ROOF","ROOF",TRUE,1.60525,0,4,"planet","new-new",1556
"574ce0a57fd0ec000db73aa6",5,"older",1,"APPLE","APPLE",TRUE,3.187135,1,1,"stool","old-new",1557
"574ce0a57fd0ec000db73aa6",5,"older",2,"SAKE","SAKE",TRUE,1.876435,0,2,"ring","match",1557
"574ce0a57fd0ec000db73aa6",5,"older",3,"CASINO","CASINO",TRUE,2.42435,2,3,"map","mis-match",1557
"574ce0a57fd0ec000db73aa6",5,"older",4,"SPEECH","SPEECH",TRUE,2.12308,3,4,"pear","new-new",1557
"574ce0a57fd0ec000db73aa6",6,"older",1,"ESTATE","ESTATE",TRUE,2.768745,2,1,"dart","new-new",1558
"574ce0a57fd0ec000db73aa6",6,"older",2,"HOUSE","HOUSE",TRUE,2.01793,3,2,"goose","new-new",1558
"574ce0a57fd0ec000db73aa6",6,"older",3,"SALE","SALE",TRUE,1.438505,0,3,"kettle","new-new",1558
"574ce0a57fd0ec000db73aa6",6,"older",4,"SYSTEM","SYSTEM",TRUE,1.22553,1,4,"peg","new-new",1558
"574ce0a57fd0ec000db73aa6",7,"older",1,"BOYS","BOYS",TRUE,2.60404,1,1,"monkey","new-new",1559
"574ce0a57fd0ec000db73aa6",7,"older",2,"SPIRIT","SPIRIT",TRUE,2.421295,2,2,"tractor","new-new",1559
"574ce0a57fd0ec000db73aa6",7,"older",3,"MILE","MILE",TRUE,1.72102,3,3,"dice","new-new",1559
"574ce0a57fd0ec000db73aa6",7,"older",4,"CARS","CARS",TRUE,1.78842,0,4,"motorbike","new-new",1559
"574ce0a57fd0ec000db73aa6",8,"older",1,"FLESH","FLESH",TRUE,2.45443,0,1,"balcony","new-new",1560
"574ce0a57fd0ec000db73aa6",8,"older",2,"SERIES","SERIES",TRUE,1.602695,1,2,"coin","new-new",1560
"574ce0a57fd0ec000db73aa6",8,"older",3,"","IDEAS",FALSE,9.98987,3,3,"candle","new-new",1560
"574ce0a57fd0ec000db73aa6",8,"older",4,"STYLE","STYLE",TRUE,1.95484,2,4,"pawn","new-new",1560
"574ce0a57fd0ec000db73aa6",9,"older",1,"FRIEND","FRIEND",TRUE,5.026945,3,1,"taxi","old-new",1561
"574ce0a57fd0ec000db73aa6",9,"older",2,"THING","THING",TRUE,2.276265,2,2,"runner","mis-match",1561
"574ce0a57fd0ec000db73aa6",9,"older",3,"JUNGLE","JUNGLE",TRUE,2.340595,1,3,"anchor","match",1561
"574ce0a57fd0ec000db73aa6",9,"older",4,"DIRT","DIRT",TRUE,1.788635,0,4,"mirror","new-new",1561
"574ce0a57fd0ec000db73aa6",10,"older",1,"BATH","BATH",TRUE,7.03448,2,1,"daisy","mis-match",1562
"574ce0a57fd0ec000db73aa6",10,"older",2,"GLASS","GLASS",TRUE,1.969535,0,2,"rug","match",1562
"574ce0a57fd0ec000db73aa6",10,"older",3,"DEMON","DEMON",TRUE,2.041975,1,3,"salt","new-new",1562
"574ce0a57fd0ec000db73aa6",10,"older",4,"FEET","FEET",TRUE,1.252195,3,4,"crown","old-new",1562
"574ce0a57fd0ec000db73aa6",11,"older",1,"MILLER","MILLER",TRUE,1.73577,2,1,"sunflower","new-new",1563
"574ce0a57fd0ec000db73aa6",11,"older",2,"MOMENT","MOMENT",TRUE,2.071195,3,2,"aeroplane","new-new",1563
"574ce0a57fd0ec000db73aa6",11,"older",3,"?","LETTER",FALSE,9.98978,1,3,"hanger","new-new",1563
"574ce0a57fd0ec000db73aa6",11,"older",4,"FOOD","FOOD",TRUE,2.06551,0,4,"cathedral","new-new",1563
"574ce0a57fd0ec000db73aa6",12,"older",1,"ADVICE","ADVICE",TRUE,7.518425,2,1,"stamp","mis-match",1564
"574ce0a57fd0ec000db73aa6",12,"older",2,"BELT","BELT",TRUE,2.939175,1,2,"wheelbarrow","old-new",1564
"574ce0a57fd0ec000db73aa6",12,"older",3,"LOTS","LOTS",TRUE,1.820595,0,3,"microphone","match",1564
"574ce0a57fd0ec000db73aa6",12,"older",4,"TEAR","TEAR",TRUE,1.135505,3,4,"calendar","new-new",1564
"574ce0a57fd0ec000db73aa6",13,"older",1,"FLIGHT","FLIGHT",TRUE,2.47244,0,1,"tyre","match",1565
"574ce0a57fd0ec000db73aa6",13,"older",2,"YEAR","YEAR",TRUE,3.976265,1,2,"telephone","mis-match",1565
"574ce0a57fd0ec000db73aa6",13,"older",3,"ARTIST","ARTIST",TRUE,2.338355,3,3,"gorilla","old-new",1565
"574ce0a57fd0ec000db73aa6",13,"older",4,"CANDY","CANDY",TRUE,2.80837,2,4,"cart","new-new",1565
"574ce0a57fd0ec000db73aa6",14,"older",1,"KIND","KIND",TRUE,2.739665,2,1,"perfume","old-new",1566
"574ce0a57fd0ec000db73aa6",14,"older",2,"CLOCKS","CLOCK",FALSE,1.71779,0,2,"bolt","match",1566
"574ce0a57fd0ec000db73aa6",14,"older",3,"PLENTY","PLENTY",TRUE,2.84196,1,3,"diamond","mis-match",1566
"574ce0a57fd0ec000db73aa6",14,"older",4,"YARD","YARD",TRUE,2.4075,3,4,"mushroom","new-new",1566
"574ce0a57fd0ec000db73aa6",15,"older",1,"POLICY","POLICY",TRUE,4.24325,1,1,"frame","new-new",1567
"574ce0a57fd0ec000db73aa6",15,"older",2,"RECORD","RECORD",TRUE,2.15679,3,2,"sun","new-new",1567
"574ce0a57fd0ec000db73aa6",15,"older",3,"NATION","NATION",TRUE,2.20515,0,3,"pepper","new-new",1567
"574ce0a57fd0ec000db73aa6",15,"older",4,"DANGER","DANGER",TRUE,1.487745,2,4,"skateboard","new-new",1567
"574ce0a57fd0ec000db73aa6",16,"older",1,"RIVER","RIVER",TRUE,3.94609,1,1,"backpack","mis-match",1568
"574ce0a57fd0ec000db73aa6",16,"older",2,"WEAPON","WEAPON",TRUE,2.288695,2,2,"boot","new-new",1568
"574ce0a57fd0ec000db73aa6",16,"older",3,"AREA","AREA",TRUE,1.92261,0,3,"bench","old-new",1568
"574ce0a57fd0ec000db73aa6",16,"older",4,"PENNY","PENNY",TRUE,1.944145,3,4,"shovel","match",1568
"5789f5c6fa4465000113ecb2",1,"younger",1,"CARS","CANDY",FALSE,2.28116,1,1,"stamp","match",129
"5789f5c6fa4465000113ecb2",1,"younger",2,"CANDY","CARS",FALSE,3.832045,2,2,"motorbike","new-new",129
"5789f5c6fa4465000113ecb2",1,"younger",3,"CLIENT","CLIENT",TRUE,1.86583,0,3,"peg","old-new",129
"5789f5c6fa4465000113ecb2",1,"younger",4,"RECORD","RECORD",TRUE,1.815325,3,4,"dart","mis-match",129
"5789f5c6fa4465000113ecb2",2,"younger",1,"BATH","BATH",TRUE,3.8972,3,1,"skateboard","new-new",130
"5789f5c6fa4465000113ecb2",2,"younger",2,"YEAR","YEAR",TRUE,2.799255,2,2,"mushroom","new-new",130
"5789f5c6fa4465000113ecb2",2,"younger",3,"HOUSE","HOUSE",TRUE,1.749135,0,3,"goose","new-new",130
"5789f5c6fa4465000113ecb2",2,"younger",4,"TEAR","TEAR",TRUE,1.499285,1,4,"shovel","new-new",130
"5789f5c6fa4465000113ecb2",3,"younger",1,"APPLE","APPLE",TRUE,1.88172,0,1,"kettle","new-new",131
"5789f5c6fa4465000113ecb2",3,"younger",2,"SHOTS","SHOTS",TRUE,2.498435,1,2,"bolt","old-new",131
"5789f5c6fa4465000113ecb2",3,"younger",3,"DANGER","DANGER",TRUE,3.515165,3,3,"megaphone","mis-match",131
"5789f5c6fa4465000113ecb2",3,"younger",4,"KIND","KIND",TRUE,1.48138,2,4,"dice","match",131
"5789f5c6fa4465000113ecb2",4,"younger",1,"AGENT","AGENT",TRUE,2.148015,3,1,"salt","new-new",132
"5789f5c6fa4465000113ecb2",4,"younger",2,"BELT","BELT",TRUE,1.8159,0,2,"stool","new-new",132
"5789f5c6fa4465000113ecb2",4,"younger",3,"AREA","ESTATE",FALSE,2.748915,2,3,"tractor","new-new",132
"5789f5c6fa4465000113ecb2",4,"younger",4,"ESTATE","AREA",FALSE,2.932135,1,4,"frame","new-new",132
"5789f5c6fa4465000113ecb2",5,"younger",1,"TOILET","WRITER",FALSE,2.29687,1,1,"rug","match",133
"5789f5c6fa4465000113ecb2",5,"younger",2,"WRITER","TOILET",FALSE,2.19897,0,2,"scissors","mis-match",133
"5789f5c6fa4465000113ecb2",5,"younger",3,"DOZEN","DOZEN",TRUE,3.29931,2,3,"wheelbarrow","old-new",133
"5789f5c6fa4465000113ecb2",5,"younger",4,"ARTIST","ARTIST",TRUE,2.048435,3,4,"daisy","new-new",133
"5789f5c6fa4465000113ecb2",6,"younger",1,"COPS","COPS",TRUE,2.64764,2,1,"wheel","match",134
"5789f5c6fa4465000113ecb2",6,"younger",2,"MILE","MILE",TRUE,2.116,0,2,"anchor","mis-match",134
"5789f5c6fa4465000113ecb2",6,"younger",3,"HONEY","PENNY",FALSE,2.89911,3,3,"microphone","old-new",134
"5789f5c6fa4465000113ecb2",6,"younger",4,"PENNY","HONEY",FALSE,3.598525,1,4,"cherry","new-new",134
"5789f5c6fa4465000113ecb2",7,"younger",1,"ADVICE","DIRT",FALSE,4.080335,1,1,"ring","old-new",135
"5789f5c6fa4465000113ecb2",7,"younger",2,"LOTS","LOTS",TRUE,5.29788,3,2,"spoon","new-new",135
"5789f5c6fa4465000113ecb2",7,"younger",3,"ROOF","ROOF",TRUE,1.832235,2,3,"basket","match",135
"5789f5c6fa4465000113ecb2",7,"younger",4,"DIRT","ADVICE",FALSE,2.565045,0,4,"calendar","mis-match",135
"5789f5c6fa4465000113ecb2",8,"younger",1,"BOYS","BOYS",TRUE,2.88159,1,1,"pear","match",136
"5789f5c6fa4465000113ecb2",8,"younger",2,"PRINCE","NATION",FALSE,5.96475,2,2,"gorilla","old-new",136
"5789f5c6fa4465000113ecb2",8,"younger",3,"JUNGLE","JUNGLE",TRUE,2.498085,0,3,"razor","mis-match",136
