"participant","trial_no","group","time","recalled","word","recall_acc","recall_rt","study_pos","test_pos","image","item_type","id"
"58c2923ada66280001b3c5ad",4,"older",4,"?","LETTER",FALSE,2.316,3,4,"coin","new-new",932
"58c2923ada66280001b3c5ad",5,"older",1,"TEAR","TEAR",TRUE,8.182,2,1,"pear","new-new",933
"58c2923ada66280001b3c5ad",5,"older",2,"THING","THING",TRUE,3.159,3,2,"crown","old-new",933
"58c2923ada66280001b3c5ad",5,"older",3,"RIVER","AREA",FALSE,4.11,0,3,"aeroplane","mis-match",933
"58c2923ada66280001b3c5ad",5,"older",4,"WOMEN","WOMEN",TRUE,3.448,1,4,"salt","match",933
"58c2923ada66280001b3c5ad",6,"older",1,"APPLE","APPLE",TRUE,7.027,3,1,"windmill","mis-match",934
"58c2923ada66280001b3c5ad",6,"older",2,"HONEY","HONEY",TRUE,5.479,1,2,"wheelbarrow","new-new",934
"58c2923ada66280001b3c5ad",6,"older",3,"DUDE","MOMENT",FALSE,3.863,2,3,"stamp","match",934
"58c2923ada66280001b3c5ad",6,"older",4,"DUDE","DUDE",TRUE,3.157,0,4,"skateboard","old-new",934
"58c2923ada66280001b3c5ad",7,"older",1,"POL","POLICY",FALSE,9.961,3,1,"candle","mis-match",935
"58c2923ada66280001b3c5ad",7,"older",2,"","PILLS",FALSE,4.1,1,2,"sunflower","old-new",935
"58c2923ada66280001b3c5ad",7,"older",3,"CASINO","CASINO",TRUE,3.838,0,3,"motorbike","match",935
"58c2923ada66280001b3c5ad",7,"older",4,"CALLENB","MONTH",FALSE,10.006,2,4,"calendar","new-new",935
"58c2923ada66280001b3c5ad",8,"older",1,"HOUSE","HOUSE",TRUE,4.547,2,1,"microphone","mis-match",936
"58c2923ada66280001b3c5ad",8,"older",2,"FLESH","TOILET",FALSE,4.295,0,2,"mushroom","old-new",936
"58c2923ada66280001b3c5ad",8,"older",3,"WRITER","WRITER",TRUE,4.033,1,3,"cathedral","match",936
"58c2923ada66280001b3c5ad",8,"older",4,"?","FLESH",FALSE,3.076,3,4,"shovel","new-new",936
"58c2923ada66280001b3c5ad",9,"older",1,"BELT","STYLE",FALSE,6.657,3,1,"telephone","mis-match",937
"58c2923ada66280001b3c5ad",9,"older",2,"MILE","MILE",TRUE,2.853,1,2,"map","match",937
"58c2923ada66280001b3c5ad",9,"older",3,"?","BELT",FALSE,2.945,2,3,"boot","old-new",937
"58c2923ada66280001b3c5ad",9,"older",4,"STYLE","SPIRIT",FALSE,5.6,0,4,"ring","new-new",937
"58c2923ada66280001b3c5ad",10,"older",1,"FOOD","JUNGLE",FALSE,3.219,3,1,"cherry","new-new",938
"58c2923ada66280001b3c5ad",10,"older",2,"?","FOOD",FALSE,5.094,2,2,"watch","new-new",938
"58c2923ada66280001b3c5ad",10,"older",3,"DANGER","DANGER",TRUE,3.044,1,3,"tray","new-new",938
"58c2923ada66280001b3c5ad",10,"older",4,"?","RECORD",FALSE,3.56,0,4,"runner","new-new",938
"58c2923ada66280001b3c5ad",11,"older",1,"BEATY","BEAUTY",FALSE,3.998,3,1,"peg","new-new",939
"58c2923ada66280001b3c5ad",11,"older",2,"?","CLOCK",FALSE,2.084,2,2,"helmet","new-new",939
"58c2923ada66280001b3c5ad",11,"older",3,"?","AGENT",FALSE,3.517,0,3,"balcony","new-new",939
"58c2923ada66280001b3c5ad",11,"older",4,"HOTEL","HOTEL",TRUE,3.631,1,4,"pepper","new-new",939
"58c2923ada66280001b3c5ad",12,"older",1,"FAMILY","FAMILY",TRUE,6.12,3,1,"dice","match",940
"58c2923ada66280001b3c5ad",12,"older",2,"?","COPS",FALSE,7.159,0,2,"hanger","old-new",940
"58c2923ada66280001b3c5ad",12,"older",3,"?","ROOF",FALSE,2.949,2,3,"suitcase","mis-match",940
"58c2923ada66280001b3c5ad",12,"older",4,"?","ESTATE",FALSE,1.171,1,4,"diamond","new-new",940
"58c2923ada66280001b3c5ad",13,"older",1,"ARTIST","ARTIST",TRUE,4.835,3,1,"frame","new-new",941
"58c2923ada66280001b3c5ad",13,"older",2,"?","FEET",FALSE,3.204,1,2,"kettle","new-new",941
"58c2923ada66280001b3c5ad",13,"older",3,"?","SHOTS",FALSE,0.849,0,3,"backpack","new-new",941
"58c2923ada66280001b3c5ad",13,"older",4,"DEATH","DEATH",TRUE,2.771,2,4,"gorilla","new-new",941
"58c2923ada66280001b3c5ad",14,"older",1,"YARD","BOYS",FALSE,3.937,0,1,"daisy","new-new",942
"58c2923ada66280001b3c5ad",14,"older",2,"?","YARD",FALSE,1.084,1,2,"goose","new-new",942
"58c2923ada66280001b3c5ad",14,"older",3,"?","GLASS",FALSE,0.828,3,3,"tractor","new-new",942
"58c2923ada66280001b3c5ad",14,"older",4,"GLASS","NATION",FALSE,3.992,2,4,"planet","new-new",942
"58c2923ada66280001b3c5ad",15,"older",1,"LIFE","LIFE",TRUE,3.419,0,1,"carrot","match",943
"58c2923ada66280001b3c5ad",15,"older",2,"?","SAKE",FALSE,2.861,2,2,"spoon","new-new",943
"58c2923ada66280001b3c5ad",15,"older",3,"RIVER","RIVER",TRUE,3.849,1,3,"sun","mis-match",943
"58c2923ada66280001b3c5ad",15,"older",4,"?","PRINCE",FALSE,1.149,3,4,"perfume","old-new",943
"58c2923ada66280001b3c5ad",16,"older",1,"ADVICE","SYSTEM",FALSE,4.914,1,1,"basket","mis-match",944
"58c2923ada66280001b3c5ad",16,"older",2,"DOZEN","DOZEN",TRUE,4.37,0,2,"cart","match",944
"58c2923ada66280001b3c5ad",16,"older",3,"?","PHOTO",FALSE,3.515,2,3,"dart","new-new",944
"58c2923ada66280001b3c5ad",16,"older",4,"?","ADVICE",FALSE,0.7,3,4,"razor","old-new",944
"597519f8262c480001bbaf8b",1,"older",1,"MONTH","MONTH",TRUE,9.995,0,1,"cherry","new-new",945
"597519f8262c480001bbaf8b",1,"older",2,"WRITER","WRITER",TRUE,9.998,2,2,"carrot","match",945
"597519f8262c480001bbaf8b",1,"older",3,"?","BELT",FALSE,9.997,3,3,"backpack","old-new",945
"597519f8262c480001bbaf8b",1,"older",4,"?","SAKE",FALSE,9.998,1,4,"cathedral","mis-match",945
"597519f8262c480001bbaf8b",2,"older",1,"SEIRES","CARS",FALSE,9.995,2,1,"candle","new-new",946
"597519f8262c480001bbaf8b",2,"older",2,"FUN","FAMILY",FALSE,9.998,1,2,"diamond","mis-match",946
"597519f8262c480001bbaf8b",2,"older",3,"CARS","THING",FALSE,9.998,3,3,"hanger","old-new",946
"597519f8262c480001bbaf8b",2,"older",4,"THEY","SERIES",FALSE,9.997,0,4,"helmet","match",946
"597519f8262c480001bbaf8b",3,"older",1,"MILLER","MILLER",TRUE,9.995,0,1,"balcony","new-new",947
"597519f8262c480001bbaf8b",3,"older",2,"?","SPEECH",FALSE,9.998,3,2,"motorbike","new-new",947
"597519f8262c480001bbaf8b",3,"older",3,"TEAR","TEAR",TRUE,9.998,2,3,"shovel","new-new",947
"597519f8262c480001bbaf8b",3,"older",4,"SPEED","DANGER",FALSE,9.998,1,4,"tray","new-new",947
"597519f8262c480001bbaf8b",4,"older",1,"JUNGLE","SYSTEM",FALSE,9.994,3,1,"scissors","new-new",948
"597519f8262c480001bbaf8b",4,"older",2,"APPLE","JUNGLE",FALSE,9.997,0,2,"boot","mis-match",948
"597519f8262c480001bbaf8b",4,"older",3,"FRIEND","APPLE",FALSE,9.998,1,3,"pepper","old-new",948
"597519f8262c480001bbaf8b",4,"older",4,"FRIEND","FRIEND",TRUE,9.997,2,4,"frame","match",948
"597519f8262c480001bbaf8b",5,"older",1,"GLASS","GLASS",TRUE,9.995,0,1,"aeroplane","new-new",949
"597519f8262c480001bbaf8b",5,"older",2,"PILLS","ESTATE",FALSE,9.999,2,2,"salt","new-new",949
"597519f8262c480001bbaf8b",5,"older",3,"ESR","DEMON",FALSE,9.997,3,3,"mirror","new-new",949
"597519f8262c480001bbaf8b",5,"older",4,"DEMON","PILLS",FALSE,9.997,1,4,"ring","new-new",949
"597519f8262c480001bbaf8b",6,"older",1,"IDEAS","LEADER",FALSE,9.994,2,1,"runner","mis-match",950
"597519f8262c480001bbaf8b",6,"older",2,"SALE","IDEAS",FALSE,9.997,0,2,"daisy","old-new",950
"597519f8262c480001bbaf8b",6,"older",3,"AGENT","AGENT",TRUE,9.998,3,3,"mushroom","new-new",950
"597519f8262c480001bbaf8b",6,"older",4,"LEND","SALE",FALSE,9.996,1,4,"dart","match",950
"597519f8262c480001bbaf8b",7,"older",1,"RIVER","RIVER",TRUE,9.995,2,1,"rug","match",951
"597519f8262c480001bbaf8b",7,"older",2,"MOMENT","BEAUTY",FALSE,9.997,1,2,"goose","old-new",951
"597519f8262c480001bbaf8b",7,"older",3,"FOOD","FOOD",TRUE,9.998,0,3,"gorilla","mis-match",951
"597519f8262c480001bbaf8b",7,"older",4,"?","MOMENT",FALSE,9.998,3,4,"stamp","new-new",951
"597519f8262c480001bbaf8b",8,"older",1,"?","PHOTO",FALSE,9.995,3,1,"spoon","new-new",952
"597519f8262c480001bbaf8b",8,"older",2,"?","GODS",FALSE,9.998,1,2,"windmill","new-new",952
"597519f8262c480001bbaf8b",8,"older",3,"CLOCK","CLOCK",TRUE,9.997,2,3,"sunflower","new-new",952
"597519f8262c480001bbaf8b",8,"older",4,"HOT","HOTEL",FALSE,9.998,0,4,"megaphone","new-new",952
"597519f8262c480001bbaf8b",9,"older",1,"KIND","KIND",TRUE,9.993,0,1,"kettle","new-new",953
"597519f8262c480001bbaf8b",9,"older",2,"WEAPON","DUDE",FALSE,9.998,3,2,"tractor","new-new",953
"597519f8262c480001bbaf8b",9,"older",3,"MILE","WEAPON",FALSE,9.998,1,3,"bench","new-new",953
"597519f8262c480001bbaf8b",9,"older",4,"DUDE","MILE",FALSE,9.998,2,4,"calendar","new-new",953
"597519f8262c480001bbaf8b",10,"older",1,"?","BOYS",FALSE,9.995,0,1,"tyre","mis-match",954
"597519f8262c480001bbaf8b",10,"older",2,"?","SHOTS",FALSE,9.996,1,2,"telephone","match",954
"597519f8262c480001bbaf8b",10,"older",3,"?","AREA",FALSE,9.997,3,3,"cart","new-new",954
"597519f8262c480001bbaf8b",10,"older",4,"AREA","SPIRIT",FALSE,9.998,2,4,"basket","old-new",954
"597519f8262c480001bbaf8b",11,"older",1,"CANDY","CANDY",TRUE,9.994,0,1,"perfume","mis-match",955
"597519f8262c480001bbaf8b",11,"older",2,"CLIENT","STYLE",FALSE,9.998,3,2,"pear","new-new",955
"597519f8262c480001bbaf8b",11,"older",3,"CLIENT","CLIENT",TRUE,9.998,1,3,"monkey","match",955
"597519f8262c480001bbaf8b",11,"older",4,"LIFE","LIFE",TRUE,9.996,2,4,"wheel","old-new",955
"597519f8262c480001bbaf8b",12,"older",1,"DIRT","ADVICE",FALSE,9.994,2,1,"dice","new-new",956
"597519f8262c480001bbaf8b",12,"older",2,"?","LETTER",FALSE,9.998,1,2,"microphone","new-new",956
"597519f8262c480001bbaf8b",12,"older",3,"ADVICE","DEATH",FALSE,9.998,3,3,"pawn","new-new",956
"597519f8262c480001bbaf8b",12,"older",4,"DEATH","DIRT",FALSE,9.997,0,4,"sun","new-new",956
"597519f8262c480001bbaf8b",13,"older",1,"NIGHT","NIGHT",TRUE,9.994,2,1,"cap","match",957
"597519f8262c480001bbaf8b",13,"older",2,"NATION","NATION",TRUE,9.997,3,2,"wheelbarrow","mis-match",957
"597519f8262c480001bbaf8b",13,"older",3,"?","HONEY",FALSE,9.997,0,3,"taxi","new-new",957
"597519f8262c480001bbaf8b",13,"older",4,"LIFE","DOZEN",FALSE,9.997,1,4,"anchor","old-new",957
"597519f8262c480001bbaf8b",14,"older",1,"PRINCE","YEAR",FALSE,9.995,3,1,"coin","new-new",958
"597519f8262c480001bbaf8b",14,"older",2,"GIRL","FEET",FALSE,9.998,2,2,"crown","new-new",958
"597519f8262c480001bbaf8b",14,"older",3,"YEAR","GIRL",FALSE,9.998,1,3,"map","new-new",958
"597519f8262c480001bbaf8b",14,"older",4,"FEET","PRINCE",FALSE,9.998,0,4,"peg","new-new",958
"597519f8262c480001bbaf8b",15,"older",1,"VALLEY","CASINO",FALSE,9.995,0,1,"watch","mis-match",959
"597519f8262c480001bbaf8b",15,"older",2,"CASINO","RECORD",FALSE,9.998,3,2,"razor","old-new",959
"597519f8262c480001bbaf8b",15,"older",3,"RECORD","VALLEY",FALSE,9.997,1,3,"pencil","match",959
"597519f8262c480001bbaf8b",15,"older",4,"POLICE","POLICY",FALSE,9.998,2,4,"skateboard","new-new",959
"597519f8262c480001bbaf8b",16,"older",1,"LOTS","LOTS",TRUE,9.995,3,1,"bolt","match",960
"597519f8262c480001bbaf8b",16,"older",2,"YARD","YARD",TRUE,9.998,1,2,"stool","old-new",960
"597519f8262c480001bbaf8b",16,"older",3,"ROOF","COPS",FALSE,9.998,0,3,"suitcase","mis-match",960
"597519f8262c480001bbaf8b",16,"older",4,"COPS","ROOF",FALSE,9.999,2,4,"planet","new-new",960
"597637e7807ffb000192def6",1,"older",1,"DUDE","DUDE",TRUE,2.183,0,1,"skateboard","old-new",1217
"597637e7807ffb000192def6",1,"older",2,"HONEY","HONEY",TRUE,2.35,1,2,"wheelbarrow","new-new",1217
"597637e7807ffb000192def6",1,"older",3,"MOMENT","MOMENT",TRUE,3.418,2,3,"stamp","match",1217
"597637e7807ffb000192def6",1,"older",4,"APPLE","APPLE",TRUE,2.217,3,4,"windmill","mis-match",1217
"597637e7807ffb000192def6",2,"older",1,"BATH","DEMON",FALSE,2.316,2,1,"pawn","new-new",1218
"597637e7807ffb000192def6",2,"older",2,"NIGHT","BATH",FALSE,1.684,0,2,"anchor","old-new",1218
"597637e7807ffb000192def6",2,"older",3,"DEMON","NIGHT",FALSE,1.701,1,3,"tyre","mis-match",1218
"597637e7807ffb000192def6",2,"older",4,"SERIES","SERIES",TRUE,2.084,3,4,"rug","match",1218
"597637e7807ffb000192def6",3,"older",1,"LIFE","RIVER",FALSE,3.434,1,1,"sun","mis-match",1219
"597637e7807ffb000192def6",3,"older",2,"RIVER","SAKE",FALSE,2.201,2,2,"spoon","new-new",1219
"597637e7807ffb000192def6",3,"older",3,"LIFE","LIFE",TRUE,3.218,0,3,"carrot","match",1219
"597637e7807ffb000192def6",3,"older",4,"PRINCE","PRINCE",TRUE,2.666,3,4,"perfume","old-new",1219
"597637e7807ffb000192def6",4,"older",1,"MONTH","MONTH",TRUE,5.752,2,1,"calendar","new-new",1220
"597637e7807ffb000192def6",4,"older",2,"POLICY","PILLS",FALSE,2.318,1,2,"sunflower","old-new",1220
"597637e7807ffb000192def6",4,"older",3,"?","POLICY",FALSE,3.451,3,3,"candle","mis-match",1220
"597637e7807ffb000192def6",4,"older",4,"CASINO","CASINO",TRUE,2.768,0,4,"motorbike","match",1220
"597637e7807ffb000192def6",5,"older",1,"WEAPON","WEAPON",TRUE,3.383,0,1,"wheel","mis-match",1221
"597637e7807ffb000192def6",5,"older",2,"PENNY","PENNY",TRUE,2.384,2,2,"monkey","match",1221
"597637e7807ffb000192def6",5,"older",3,"MILLER","MILLER",TRUE,2.201,1,3,"cap","old-new",1221
"597637e7807ffb000192def6",5,"older",4,"BODY","BODY",TRUE,5.319,3,4,"pencil","new-new",1221
"597637e7807ffb000192def6",6,"older",1,"CANDY","SALE",FALSE,3.085,1,1,"megaphone","new-new",1222
"597637e7807ffb000192def6",6,"older",2,"SALE","FLIGHT",FALSE,2.018,3,2,"bolt","new-new",1222
"597637e7807ffb000192def6",6,"older",3,"CANDY","CANDY",TRUE,3.802,0,3,"taxi","new-new",1222
"597637e7807ffb000192def6",6,"older",4,"DIRT","DIRT",TRUE,2.284,2,4,"scissors","new-new",1222
"597637e7807ffb000192def6",7,"older",1,"ARTIST","DEATH",FALSE,7.753,2,1,"gorilla","new-new",1223
"597637e7807ffb000192def6",7,"older",2,"DIRT","FEET",FALSE,3.284,1,2,"kettle","new-new",1223
"597637e7807ffb000192def6",7,"older",3,"?","ARTIST",FALSE,3.001,3,3,"frame","new-new",1223
"597637e7807ffb000192def6",7,"older",4,"SHOTS","SHOTS",TRUE,3.052,0,4,"backpack","new-new",1223
"597637e7807ffb000192def6",8,"older",1,"ADVICE","SYSTEM",FALSE,2.982,1,1,"basket","mis-match",1224
"597637e7807ffb000192def6",8,"older",2,"PHOTO","PHOTO",TRUE,5.902,2,2,"dart","new-new",1224
"597637e7807ffb000192def6",8,"older",3,"SYSTEM","ADVICE",FALSE,3.151,3,3,"razor","old-new",1224
"597637e7807ffb000192def6",8,"older",4,"DOZEN","DOZEN",TRUE,3.102,0,4,"cart","match",1224
"597637e7807ffb000192def6",9,"older",1,"THING","THING",TRUE,3.417,3,1,"crown","old-new",1225
"597637e7807ffb000192def6",9,"older",2,"AREA","AREA",TRUE,4.452,0,2,"aeroplane","mis-match",1225
"597637e7807ffb000192def6",9,"older",3,"TEAR","TEAR",TRUE,2.101,2,3,"pear","new-new",1225
"597637e7807ffb000192def6",9,"older",4,"WOMEN","WOMEN",TRUE,1.951,1,4,"salt","match",1225
"597637e7807ffb000192def6",10,"older",1,"ESTATE","ESTATE",TRUE,4.901,1,1,"diamond","new-new",1226
"597637e7807ffb000192def6",10,"older",2,"COPS","COPS",TRUE,3.335,0,2,"hanger","old-new",1226
"597637e7807ffb000192def6",10,"older",3,"FAMILY","FAMILY",TRUE,2.617,3,3,"dice","match",1226
"597637e7807ffb000192def6",10,"older",4,"ROOF","ROOF",TRUE,4.736,2,4,"suitcase","mis-match",1226
"597637e7807ffb000192def6",11,"older",1,"WRITER","WRITER",TRUE,3.084,1,1,"cathedral","match",1227
"597637e7807ffb000192def6",11,"older",2,"HOUSE","HOUSE",TRUE,5.201,2,2,"microphone","mis-match",1227
"597637e7807ffb000192def6",11,"older",3,"FLESH","TOILET",FALSE,2.784,0,3,"mushroom","old-new",1227
