consent_key.keys,consent_key.rt,recalled,recalled_rt,recall_acc,example_recall.thisRepN,example_recall.thisTrialN,example_recall.thisN,example_recall.thisIndex,example_recall.ran,file,word,participant,please enter your date of birth (dd/mm/yyyy),date,expName,psychopyVersion,OS,frameRate,STUDY_ID,SESSION_ID,list,prac_learn_study_loop.thisRepN,prac_learn_study_loop.thisTrialN,prac_learn_study_loop.thisN,prac_learn_study_loop.thisIndex,prac_learn_study_loop.ran,image,prac_learn_test_loop.thisRepN,prac_learn_test_loop.thisTrialN,prac_learn_test_loop.thisN,prac_learn_test_loop.thisIndex,prac_learn_test_loop.ran,learn_study_loop.thisRepN,learn_study_loop.thisTrialN,learn_study_loop.thisN,learn_study_loop.thisIndex,learn_study_loop.ran,list_no,block_no
,,,,,,,,,,stimuli/images/PICTURE_215.png,PLENTY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,boot,,,,,,0,2,2,37,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,LOTS,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,microphone,,,,,,0,3,3,10,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_491.png,ROOF,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,rug,,,,,,0,4,4,24,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,dart,,,,,,0,5,5,50,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_677.png,MILE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,map,,,,,,0,6,6,30,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_509.png,PHOTO,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,telephone,,,,,,0,7,7,21,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_744.png,SAKE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,ring,,,,,,0,8,8,17,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_667.png,PLENTY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,daisy,,,,,,0,9,9,41,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_314.png,GODS,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,perfume,,,,,,0,10,10,11,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_311.png,FRIEND,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,razor,,,,,,0,11,11,34,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_311.png,BEAUTY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,razor,,,,,,0,12,12,13,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_327.png,BEAUTY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,helmet,,,,,,0,13,13,48,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_688.png,WOMEN,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,runner,,,,,,0,14,14,14,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_688.png,CASINO,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,runner,,,,,,0,15,15,2,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,CLIENT,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,monkey,,,,,,0,16,16,5,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_95.png,STYLE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,suitcase,,,,,,0,17,17,25,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_654.png,VALLEY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,pencil,,,,,,0,18,18,1,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_85.png,THING,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,diamond,,,,,,0,19,19,15,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_151.png,GIRL,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,tray,,,,,,0,20,20,19,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_339.png,PLENTY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,backpack,,,,,,0,21,21,0,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_177.png,CARS,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,mushroom,,,,,,0,22,22,35,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_308.png,KIND,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,dice,,,,,,0,23,23,54,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_302.png,FAMILY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,taxi,,,,,,0,24,24,18,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,YARD,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,monkey,,,,,,0,25,25,29,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_380.png,DEATH,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,gorilla,,,,,,0,26,26,49,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_68.png,MILE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,candle,,,,,,0,27,27,44,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,MONTH,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,microphone,,,,,,0,28,28,53,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_667.png,BATH,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,daisy,,,,,,0,29,29,4,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_248.png,DOZEN,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,cart,,,,,,0,30,30,39,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_453.png,DUDE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,scissors,,,,,,0,31,31,27,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_469.png,ARTIST,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,stool,,,,,,0,32,32,6,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_147.png,MOMENT,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,hanger,,,,,,0,33,33,51,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_692.png,MONTH,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,cherry,,,,,,0,34,34,16,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_233.png,IDEAS,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,salt,,,,,,0,35,35,28,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_491.png,WRITER,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,rug,,,,,,0,36,36,57,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_488.png,STYLE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,sun,,,,,,0,37,37,33,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_487.png,FLIGHT,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,basket,,,,,,0,38,38,9,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_380.png,PHOTO,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,gorilla,,,,,,0,39,39,52,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_356.png,DANGER,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,pawn,,,,,,0,40,40,55,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_308.png,ESTATE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,dice,,,,,,0,41,41,46,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_123.png,ADVICE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,dart,,,,,,0,42,42,40,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_314.png,SAKE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,perfume,,,,,,0,43,43,7,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_744.png,SYSTEM,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,ring,,,,,,0,44,44,43,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_208.png,THING,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,microphone,,,,,,0,45,45,47,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_467.png,DEMON,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,peg,,,,,,0,46,46,23,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_504.png,BODY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,wheel,,,,,,0,47,47,8,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_203.png,ARTIST,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,cap,,,,,,0,48,48,26,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_160.png,LEADER,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,wheelbarrow,,,,,,0,49,49,3,1,1,0
,,,,,,,,,,stimuli/images/PICTURE_285.png,ADVICE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,carrot,,,,,,0,50,50,12,1,2,0
,,,,,,,,,,stimuli/images/PICTURE_233.png,WOMEN,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,salt,,,,,,0,51,51,38,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_32.png,JUNGLE,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,crown,,,,,,0,52,52,45,1,5,0
,,,,,,,,,,stimuli/images/PICTURE_255.png,AREA,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,shovel,,,,,,0,53,53,22,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_348.png,SPEECH,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,pepper,,,,,,0,54,54,20,1,3,0
,,,,,,,,,,stimuli/images/PICTURE_708.png,PENNY,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,monkey,,,,,,0,55,55,31,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_470.png,CASINO,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,motorbike,,,,,,0,56,56,36,1,4,0
,,,,,,,,,,stimuli/images/PICTURE_160.png,FEET,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,wheelbarrow,,,,,,0,57,57,58,1,6,0
,,,,,,,,,,stimuli/images/PICTURE_675.png,WEAPON,5e2f5b28129198070e2996db,02/26/1944,2020-09-10_22h15.08.493,proactive3.1,2020.1.2,Win32,60,5f599a131af4471f3d752b7b,5f5add87b7f9261ee973650e,6,,,,,,windmill,,,,,,0,58,58,32,1,4,0
